vehicle_id,date,soh,soc,avg_temperature_c,charge_cycles_total,depth_of_discharge_pct,fast_charge_events_count,avg_charge_cap_pct
EV006,2025-07-05,99.82,57.14,30.0,12.75,49.67,0,85.51
EV006,2025-07-06,99.8,74.37,30.41,14.55,62.4,2,86.06
EV006,2025-07-07,99.78,37.53,30.42,16.43,58.65,0,81.06
EV006,2025-07-08,99.74,24.74,37.43,18.08,45.49,0,84.29
EV006,2025-07-09,99.71,77.75,26.05,21.01,48.64,1,79.08
EV006,2025-07-10,99.69,59.5,33.16,22.98,59.61,1,84.86
EV006,2025-07-11,99.64,44.47,35.65,25.44,46.44,0,82.17
EV006,2025-07-12,99.62,29.7,25.31,27.89,67.81,1,77.72
EV006,2025-07-13,99.58,61.04,39.18,29.57,54.05,0,81.32
EV006,2025-07-14,99.56,39.63,23.38,31.39,58.42,0,79.1
EV006,2025-07-15,99.54,23.51,29.81,33.12,55.59,0,82.32
EV006,2025-07-16,99.49,72.6,40.21,35.32,53.99,0,84.86
EV006,2025-07-17,99.47,24.25,33.2,37.07,44.24,0,80.1
EV006,2025-07-18,99.42,71.58,42.59,39.64,54.99,0,84.13
EV006,2025-07-19,99.4,31.3,30.64,41.95,55.5,0,77.19
EV006,2025-07-20,99.36,61.2,31.65,44.46,58.29,2,74.91
EV006,2025-07-21,99.33,68.63,24.2,46.42,56.01,1,79.16
EV006,2025-07-22,99.32,59.89,20.19,48.24,61.53,0,83.88
EV006,2025-07-23,99.29,52.36,33.16,50.58,53.44,0,86.88
EV006,2025-07-24,99.27,41.76,21.59,52.73,55.07,0,82.6
EV006,2025-07-25,99.24,22.04,29.56,55.53,51.84,0,83.05
EV006,2025-07-26,99.19,77.73,38.45,57.97,62.46,1,78.92
EV006,2025-07-27,99.15,80.99,43.26,60.02,49.42,1,84.06
EV006,2025-07-28,99.12,35.18,29.64,62.9,60.43,0,81.38
EV006,2025-07-29,99.07,72.69,36.41,64.54,67.0,2,76.89
EV006,2025-07-30,99.04,34.8,27.96,67.15,52.17,0,79.46
EV006,2025-07-31,99.01,45.45,34.51,70.12,71.53,0,80.05
EV006,2025-08-01,98.96,35.95,40.16,72.49,62.75,0,82.94
EV006,2025-08-02,98.92,25.63,36.21,74.35,46.63,0,78.15
EV006,2025-08-03,98.86,22.26,48.15,77.04,50.14,1,87.34
EV006,2025-08-04,98.84,78.2,27.04,79.48,43.65,1,82.07
EV006,2025-08-05,98.81,72.97,33.76,81.36,60.07,2,81.45
EV006,2025-08-06,98.75,39.55,35.35,83.18,53.11,2,81.98
EV006,2025-08-07,98.72,48.68,29.69,86.01,56.02,1,78.45
EV006,2025-08-08,98.69,53.31,27.4,88.95,58.59,0,76.92
EV006,2025-08-09,98.67,38.5,27.18,90.67,48.47,0,79.99
EV006,2025-08-10,98.62,56.96,35.36,93.03,42.81,0,85.95
EV006,2025-08-11,98.59,73.24,32.85,94.7,58.82,1,81.57
EV006,2025-08-12,98.55,38.33,29.78,97.47,53.48,2,75.1
EV006,2025-08-13,98.5,43.07,35.7,99.65,51.24,0,78.53
EV006,2025-08-14,98.46,35.15,39.92,101.42,48.02,0,81.63
EV006,2025-08-15,98.44,30.15,23.47,103.63,48.91,0,73.94
EV006,2025-08-16,98.42,66.22,31.94,105.89,65.29,0,81.28
EV006,2025-08-17,98.37,49.96,35.29,108.0,52.47,1,79.25
EV006,2025-08-18,98.35,42.94,30.69,110.58,58.59,0,88.77
EV006,2025-08-19,98.32,32.02,20.96,113.19,51.08,0,85.15
EV006,2025-08-20,98.29,43.09,24.95,115.98,58.47,1,80.31
EV006,2025-08-21,98.22,22.37,37.83,118.63,48.56,1,77.66
EV006,2025-08-22,98.19,31.62,25.15,121.39,69.33,1,80.3
EV006,2025-08-23,98.16,57.2,43.83,123.27,49.33,1,86.16
EV006,2025-08-24,98.13,69.55,18.86,125.48,58.15,1,78.61
EV006,2025-08-25,98.11,40.48,19.71,127.18,47.71,0,76.02
EV006,2025-08-26,98.06,26.37,33.29,130.0,55.62,2,75.28
EV006,2025-08-27,98.04,21.3,26.27,132.75,57.33,0,81.52
EV006,2025-08-28,98.01,75.96,21.24,135.31,49.54,0,80.68
EV006,2025-08-29,97.99,67.96,22.76,137.06,70.08,0,85.4
EV006,2025-08-30,97.96,47.98,28.02,139.96,47.98,0,82.93
EV006,2025-08-31,97.92,29.59,29.88,142.76,64.72,0,78.67
EV006,2025-09-01,97.86,72.62,39.31,145.65,57.55,0,81.27
EV006,2025-09-02,97.83,35.63,31.17,148.62,73.48,1,78.25
EV006,2025-09-03,97.81,73.77,32.22,150.88,46.71,0,85.37
EV006,2025-09-04,97.75,81.42,34.56,153.81,60.74,2,82.62
EV006,2025-09-05,97.73,67.55,34.71,155.59,54.39,0,75.12
EV006,2025-09-06,97.69,70.99,36.97,157.2,69.23,0,81.39
EV006,2025-09-07,97.67,24.18,31.29,159.44,57.41,0,82.65
EV006,2025-09-08,97.65,51.26,27.35,161.63,46.0,0,81.54
EV006,2025-09-09,97.64,75.86,33.69,163.34,49.67,0,80.31
EV006,2025-09-10,97.58,80.83,35.34,166.26,45.15,0,83.47
EV006,2025-09-11,97.55,38.42,29.67,168.81,62.72,0,80.04
EV006,2025-09-12,97.53,27.4,33.84,170.44,47.3,0,85.95
EV006,2025-09-13,97.5,54.85,29.37,173.13,63.7,1,78.87
EV006,2025-09-14,97.47,68.31,34.41,175.5,61.29,0,83.39
EV006,2025-09-15,97.45,76.88,31.17,178.05,63.01,0,84.14
EV006,2025-09-16,97.39,21.78,40.09,180.98,40.84,0,82.34
EV006,2025-09-17,97.36,36.21,31.57,183.66,65.06,1,84.71
EV006,2025-09-18,97.32,61.55,39.06,185.32,56.41,0,78.38
EV006,2025-09-19,97.28,38.91,26.56,187.9,47.89,2,79.21
EV006,2025-09-20,97.23,68.55,44.53,190.44,49.92,1,84.77
EV006,2025-09-21,97.2,78.64,32.88,192.31,54.06,0,85.07
EV006,2025-09-22,97.18,50.78,16.68,194.38,61.3,1,81.65
EV006,2025-09-23,97.15,26.76,27.58,196.77,45.99,1,77.87
EV006,2025-09-24,97.08,50.49,37.74,199.73,59.35,3,82.66
EV006,2025-09-25,97.04,50.76,46.67,201.58,59.19,1,82.05
EV006,2025-09-26,97.01,78.54,21.54,204.27,72.21,1,83.43
EV006,2025-09-27,96.98,42.05,30.98,206.19,47.36,2,80.93
EV006,2025-09-28,96.95,63.52,33.44,208.19,65.43,0,76.71
EV006,2025-09-29,96.89,68.66,43.27,211.08,67.51,0,85.4
EV006,2025-09-30,96.85,53.99,36.26,213.32,64.23,0,79.68
EV006,2025-10-01,96.78,71.68,40.87,216.19,72.45,1,84.16
EV006,2025-10-02,96.75,46.59,26.89,217.92,53.7,2,81.74
EV006,2025-10-03,96.72,57.57,25.2,220.45,53.6,1,84.14
EV006,2025-10-04,96.67,72.67,37.78,222.71,47.95,0,82.88
EV006,2025-10-05,96.64,59.14,28.61,225.28,52.5,0,81.76
EV006,2025-10-06,96.62,39.22,26.41,227.31,60.47,1,76.17
EV006,2025-10-07,96.57,34.33,36.52,229.66,53.29,0,78.4
EV006,2025-10-08,96.54,33.02,10.0,232.11,61.07,0,79.49
EV006,2025-10-09,96.51,34.4,37.51,234.0,47.12,0,78.46
EV006,2025-10-10,96.48,69.4,33.28,236.58,61.28,0,77.94
EV006,2025-10-11,96.45,41.14,31.62,238.84,53.07,0,80.27
EV006,2025-10-12,96.42,39.88,30.49,241.71,49.09,0,86.51
EV006,2025-10-13,96.37,51.78,37.78,243.89,60.02,0,84.36
EV006,2025-10-14,96.35,56.92,23.13,245.66,44.54,0,85.36
EV006,2025-10-15,96.32,73.79,23.18,247.74,46.55,0,84.53
EV006,2025-10-16,96.3,61.45,23.33,249.64,57.32,0,82.4
EV006,2025-10-17,96.28,42.8,25.17,251.79,37.5,0,77.76
EV006,2025-10-18,96.2,35.46,38.73,254.76,59.2,3,82.24
EV006,2025-10-19,96.15,28.8,35.95,257.38,47.29,0,83.36
EV006,2025-10-20,96.12,24.81,34.85,260.04,43.15,1,75.59
EV006,2025-10-21,96.1,22.93,32.59,261.94,51.65,0,84.88
EV006,2025-10-22,96.06,35.72,42.43,263.94,65.3,1,79.09
EV006,2025-10-23,96.04,26.83,31.9,265.63,49.92,1,80.61
EV006,2025-10-24,96.02,74.49,25.24,267.95,45.91,1,81.87
EV006,2025-10-25,95.96,60.68,36.74,270.56,53.32,1,80.0
EV006,2025-10-26,95.93,33.34,32.16,273.06,60.01,0,78.32
EV006,2025-10-27,95.91,75.0,31.67,275.24,63.01,1,82.84
EV006,2025-10-28,95.88,22.18,15.05,277.85,62.65,0,82.92
EV006,2025-10-29,95.86,50.79,22.81,279.8,50.92,1,81.81
EV006,2025-10-30,95.84,64.56,32.69,282.01,59.25,0,80.18
EV006,2025-10-31,95.79,73.08,39.22,284.32,53.86,0,84.81
EV006,2025-11-01,95.72,47.24,42.87,286.42,80.76,3,81.66
EV006,2025-11-02,95.7,36.71,26.99,288.84,58.14,1,81.36
EV006,2025-11-03,95.65,38.18,36.9,291.0,48.97,1,81.73
EV006,2025-11-04,95.6,30.42,35.83,293.46,48.64,0,85.43
EV006,2025-11-05,95.56,60.69,19.41,296.37,46.65,0,79.33
EV006,2025-11-06,95.53,28.73,33.89,298.94,50.95,1,80.46
EV006,2025-11-07,95.49,79.58,36.88,301.41,58.8,0,83.81
EV006,2025-11-08,95.46,41.24,24.28,303.38,53.08,0,81.46
EV006,2025-11-09,95.43,71.27,32.34,306.05,53.09,0,80.66
EV006,2025-11-10,95.41,55.33,29.95,308.21,50.22,0,80.94
EV006,2025-11-11,95.36,71.53,35.33,310.12,68.71,0,82.74
EV006,2025-11-12,95.34,58.0,21.49,312.51,58.49,0,78.68
EV006,2025-11-13,95.32,31.8,31.16,314.14,60.68,0,77.92
EV006,2025-11-14,95.3,23.25,25.66,315.91,68.32,0,82.91
EV006,2025-11-15,95.26,52.63,28.93,318.72,51.26,0,78.73
EV006,2025-11-16,95.24,78.46,24.59,321.26,49.4,0,83.01
EV006,2025-11-17,95.22,21.99,18.37,323.76,52.35,1,77.88
EV006,2025-11-18,95.2,79.47,21.41,325.58,45.47,1,84.74
EV006,2025-11-19,95.18,45.82,26.39,327.22,51.17,0,84.96
EV006,2025-11-20,95.17,71.42,31.07,328.87,48.11,0,77.56
EV006,2025-11-21,95.14,56.08,30.11,330.65,56.87,2,80.46
EV006,2025-11-22,95.11,28.09,25.8,332.99,39.24,0,80.65
EV006,2025-11-23,95.06,59.86,43.32,335.17,55.16,0,77.6
EV006,2025-11-24,95.04,69.9,34.83,337.81,52.96,1,80.37
EV006,2025-11-25,95.01,56.49,31.38,340.57,58.81,1,81.1
EV006,2025-11-26,94.94,73.33,38.97,342.98,59.18,2,80.15
EV006,2025-11-27,94.91,63.21,23.89,344.82,53.6,2,81.17
EV006,2025-11-28,94.89,28.82,33.85,346.78,51.77,0,79.78
EV006,2025-11-29,94.85,40.15,39.6,348.69,57.98,0,78.18
EV006,2025-11-30,94.8,65.7,45.17,350.49,69.54,2,82.35
EV006,2025-12-01,94.78,45.69,24.81,352.76,36.58,1,80.91
EV006,2025-12-02,94.75,25.46,31.08,355.53,61.41,1,83.01
EV006,2025-12-03,94.68,53.92,40.2,357.88,80.6,0,85.51
EV006,2025-12-04,94.62,43.81,37.63,360.85,52.44,1,88.58
EV006,2025-12-05,94.58,55.07,29.7,363.26,49.56,2,81.24
EV006,2025-12-06,94.55,42.94,40.9,364.95,51.14,1,81.83
EV006,2025-12-07,94.51,69.96,37.88,366.9,44.85,1,80.26
EV006,2025-12-08,94.49,37.18,33.38,368.7,58.66,0,80.81
EV006,2025-12-09,94.46,29.01,28.09,371.38,57.11,0,83.17
EV006,2025-12-10,94.43,71.53,28.36,374.22,58.94,1,83.17
EV006,2025-12-11,94.4,70.25,27.97,376.78,45.33,1,81.12
EV006,2025-12-12,94.38,42.39,34.56,379.23,52.81,0,88.38
EV006,2025-12-13,94.32,80.27,42.82,381.92,58.94,0,81.51
EV006,2025-12-14,94.29,54.82,21.54,384.57,55.36,1,76.22
EV006,2025-12-15,94.27,72.34,33.88,386.3,59.92,0,79.08
EV006,2025-12-16,94.23,40.05,36.09,388.49,57.92,1,86.26
EV006,2025-12-17,94.2,57.87,18.64,390.39,56.62,2,81.13
EV006,2025-12-18,94.17,73.28,32.94,392.36,48.85,0,81.77
EV006,2025-12-19,94.11,26.16,46.95,395.2,56.03,1,81.93
EV006,2025-12-20,94.07,20.95,42.36,396.95,56.35,0,80.51
EV006,2025-12-21,94.05,66.59,33.03,398.8,59.39,0,81.45
EV006,2025-12-22,93.99,48.85,36.24,401.69,47.82,0,80.92
EV006,2025-12-23,93.94,57.07,39.76,404.39,58.77,0,82.15
EV006,2025-12-24,93.89,31.82,36.74,406.97,53.42,0,82.79
EV006,2025-12-25,93.85,25.79,27.11,409.89,55.49,1,81.13
EV006,2025-12-26,93.82,22.08,44.9,411.72,57.89,0,77.09
EV006,2025-12-27,93.8,37.65,29.52,413.34,60.82,0,85.05
EV006,2025-12-28,93.77,77.13,27.6,415.3,69.7,0,81.64
EV006,2025-12-29,93.72,28.67,38.08,417.64,46.07,0,84.02
EV006,2025-12-30,93.7,75.49,13.6,419.73,62.88,1,78.2
EV006,2025-12-31,93.65,44.23,36.11,421.9,44.85,0,79.78
EV006,2026-01-01,93.6,57.57,35.24,424.27,36.03,1,78.76
EV006,2026-01-02,93.57,32.12,29.78,426.85,58.19,0,81.75
EV006,2026-01-03,93.54,73.27,30.45,428.7,54.29,0,76.7
EV006,2026-01-04,93.52,48.81,20.57,430.36,46.47,1,85.01
EV006,2026-01-05,93.5,39.67,33.49,432.54,51.88,0,84.2
EV006,2026-01-06,93.45,80.15,46.67,434.72,52.31,1,81.11
EV006,2026-01-07,93.42,77.92,23.51,436.64,40.31,1,81.9
EV006,2026-01-08,93.37,31.4,39.33,439.19,47.61,1,80.7
EV006,2026-01-09,93.34,45.61,32.17,441.83,55.39,0,78.49
EV006,2026-01-10,93.3,52.98,37.27,443.93,55.68,0,83.7
EV006,2026-01-11,93.26,66.71,23.75,446.47,66.1,2,76.12
EV006,2026-01-12,93.23,61.06,26.08,448.86,50.19,0,81.37
EV006,2026-01-13,93.19,43.34,26.91,451.52,50.39,2,77.46
EV006,2026-01-14,93.14,75.18,22.09,454.07,60.06,2,82.03
EV006,2026-01-15,93.08,28.22,35.18,456.85,62.94,0,84.6
EV006,2026-01-16,93.03,46.94,35.96,459.16,60.03,1,75.8
EV006,2026-01-17,93.0,70.34,30.66,461.36,63.61,2,81.88
EV006,2026-01-18,92.94,66.57,42.72,463.95,52.75,1,84.59
EV006,2026-01-19,92.88,29.0,37.61,466.77,47.97,1,80.59
EV006,2026-01-20,92.83,23.13,36.35,469.36,45.51,0,80.71
EV006,2026-01-21,92.79,72.0,32.26,472.12,54.9,0,82.26
EV006,2026-01-22,92.76,67.59,25.31,475.06,55.39,0,82.06
EV006,2026-01-23,92.72,29.05,42.44,477.01,45.56,0,81.84
EV006,2026-01-24,92.66,69.37,40.74,479.51,63.13,0,84.94
EV006,2026-01-25,92.63,35.37,20.79,482.23,53.17,0,85.21
EV006,2026-01-26,92.61,63.59,34.22,484.05,58.98,1,84.76
EV006,2026-01-27,92.56,51.71,37.6,486.2,49.91,2,77.99
EV006,2026-01-28,92.53,72.21,33.41,488.7,42.76,1,79.63
EV006,2026-01-29,92.5,61.29,31.41,491.63,65.31,0,86.28
EV006,2026-01-30,92.48,63.27,29.99,493.57,59.37,1,82.15
EV006,2026-01-31,92.45,43.28,27.15,495.84,56.78,1,82.78
EV006,2026-02-01,92.42,63.74,33.29,498.73,50.92,0,88.91
EV006,2026-02-02,92.36,74.29,38.53,501.61,43.85,0,84.15
EV006,2026-02-03,92.33,52.55,36.88,503.39,65.67,1,76.13
EV006,2026-02-04,92.29,69.1,36.46,505.51,53.56,0,85.36
EV006,2026-02-05,92.23,52.09,37.3,508.22,60.82,0,80.18
EV006,2026-02-06,92.18,69.96,38.84,510.58,42.7,1,83.45
EV006,2026-02-07,92.17,44.69,30.36,512.28,38.56,1,83.04
EV006,2026-02-08,92.13,30.66,28.03,514.82,66.41,1,83.15
EV006,2026-02-09,92.1,58.56,33.94,517.61,56.76,0,79.07
EV006,2026-02-10,92.08,23.14,25.2,519.4,36.62,1,80.97
EV006,2026-02-11,92.05,74.82,28.65,522.11,54.47,0,75.89
EV006,2026-02-12,92.02,59.94,33.45,524.55,64.02,0,77.07
EV006,2026-02-13,92.0,29.03,32.31,526.45,45.97,0,79.05
EV006,2026-02-14,91.98,76.78,24.85,528.25,57.8,0,85.92
EV006,2026-02-15,91.93,70.06,40.45,530.24,48.44,1,82.56
EV006,2026-02-16,91.89,44.33,38.56,532.55,57.5,0,80.23
EV006,2026-02-17,91.84,22.85,23.21,535.21,54.65,2,78.11
EV006,2026-02-18,91.83,63.65,28.16,536.86,50.35,0,80.13
EV006,2026-02-19,91.8,39.66,21.24,538.83,47.03,0,85.82
EV006,2026-02-20,91.79,82.75,26.42,540.51,55.93,1,85.84
EV006,2026-02-21,91.75,65.64,27.57,543.45,56.17,0,84.5
EV006,2026-02-22,91.72,51.05,41.61,545.29,40.97,0,82.03
EV006,2026-02-23,91.68,55.15,28.18,548.12,40.26,0,78.94
EV006,2026-02-24,91.63,50.09,43.46,550.7,42.07,0,79.95
EV006,2026-02-25,91.6,75.07,27.81,553.02,49.85,0,80.99
EV006,2026-02-26,91.57,36.9,21.71,554.64,51.84,2,76.31
EV006,2026-02-27,91.54,34.14,16.09,556.97,54.67,0,84.53
EV006,2026-02-28,91.51,56.73,31.31,559.13,49.34,0,82.08
EV006,2026-03-01,91.48,30.79,23.43,561.4,62.75,0,83.57
EV006,2026-03-02,91.42,47.55,42.9,564.26,61.14,1,83.05
EV006,2026-03-03,91.39,37.53,34.62,567.13,52.49,0,80.09
EV006,2026-03-04,91.37,70.62,18.68,569.24,50.56,0,81.58
EV006,2026-03-05,91.34,75.13,31.34,571.69,45.71,0,80.75
EV006,2026-03-06,91.32,66.77,20.14,573.35,65.11,0,77.06
EV006,2026-03-07,91.29,49.73,30.4,576.07,43.19,0,82.52
EV006,2026-03-08,91.27,58.54,24.86,578.31,64.48,0,80.08
EV006,2026-03-09,91.25,46.79,32.87,580.16,51.04,0,76.99
EV006,2026-03-10,91.2,22.62,38.6,582.4,46.18,0,80.36
EV006,2026-03-11,91.15,27.47,41.16,584.92,56.79,0,85.6
EV006,2026-03-12,91.11,29.99,34.08,587.79,37.51,0,82.48
EV006,2026-03-13,91.05,53.29,35.09,590.66,55.81,0,84.42
EV006,2026-03-14,91.03,57.62,20.54,593.23,48.28,1,81.21
EV006,2026-03-15,90.98,47.78,35.17,595.61,54.47,0,81.27
EV006,2026-03-16,90.95,69.01,26.18,597.95,41.33,0,80.99
EV006,2026-03-17,90.88,41.0,41.88,600.88,53.32,1,77.76
EV006,2026-03-18,90.84,20.55,13.5,603.11,66.37,2,77.26
EV006,2026-03-19,90.82,73.12,21.75,604.71,61.52,1,83.23
EV006,2026-03-20,90.79,30.88,31.92,607.61,50.59,0,77.81
EV006,2026-03-21,90.76,38.65,23.4,609.68,53.7,1,86.49
EV006,2026-03-22,90.71,32.03,37.78,612.31,64.21,0,83.45
EV006,2026-03-23,90.66,35.5,35.25,614.05,51.86,3,82.54
EV006,2026-03-24,90.63,60.57,32.81,616.35,48.52,0,81.3
EV006,2026-03-25,90.61,32.5,31.91,618.47,57.1,0,86.27
EV006,2026-03-26,90.58,44.61,26.02,621.07,60.7,0,83.03
EV006,2026-03-27,90.56,25.59,17.99,623.38,67.92,1,79.44
EV006,2026-03-28,90.53,47.1,23.89,626.0,51.86,0,75.2
EV006,2026-03-29,90.48,28.08,39.12,628.16,52.16,0,83.59
EV006,2026-03-30,90.42,35.03,40.37,630.51,63.38,0,79.64
EV006,2026-03-31,90.39,71.67,21.41,633.12,65.74,0,85.19
EV006,2026-04-01,90.35,56.4,36.13,634.86,36.61,3,78.57
EV006,2026-04-02,90.32,76.75,46.43,636.5,49.27,1,79.28
EV006,2026-04-03,90.29,56.12,19.86,638.69,47.46,0,86.99
EV006,2026-04-04,90.25,74.26,42.68,640.72,46.36,0,78.24
EV006,2026-04-05,90.23,57.53,27.17,642.58,62.36,1,82.28
EV006,2026-04-06,90.21,71.06,31.8,644.36,51.89,0,83.42
EV006,2026-04-07,90.19,79.53,27.89,646.62,52.34,1,79.96
EV006,2026-04-08,90.13,35.07,48.06,648.45,46.37,2,81.86
EV006,2026-04-09,90.12,32.14,25.14,650.34,57.62,0,83.26
EV006,2026-04-10,90.09,34.26,28.23,652.66,46.27,1,79.51
EV006,2026-04-11,90.06,69.31,34.35,654.87,55.55,0,85.44
EV006,2026-04-12,90.0,73.12,42.85,657.5,51.35,1,75.15
EV006,2026-04-13,89.97,79.71,36.19,659.16,50.77,0,81.82
EV006,2026-04-14,89.9,69.81,46.39,661.68,61.56,3,80.45
EV006,2026-04-15,89.85,80.31,40.58,664.31,58.66,1,81.94
EV006,2026-04-16,89.81,74.05,36.47,666.21,50.35,0,77.49
EV006,2026-04-17,89.77,28.02,47.9,667.83,60.07,0,84.21
EV006,2026-04-18,89.75,68.13,23.35,669.86,54.26,0,82.14
EV006,2026-04-19,89.72,35.04,28.53,672.3,78.57,0,81.42
EV006,2026-04-20,89.7,37.73,34.94,674.41,47.64,0,79.4
EV006,2026-04-21,89.66,52.74,20.2,677.25,49.23,1,77.0
EV006,2026-04-22,89.64,46.54,29.51,679.45,49.98,0,78.12
EV006,2026-04-23,89.6,33.74,31.3,682.23,49.67,2,80.82
EV006,2026-04-24,89.55,24.93,42.41,684.74,50.57,0,79.99
EV006,2026-04-25,89.52,21.18,38.79,686.42,48.24,0,84.09
EV006,2026-04-26,89.44,73.55,40.14,689.2,57.27,2,81.99
EV006,2026-04-27,89.42,37.67,30.15,690.95,51.08,1,85.99
EV006,2026-04-28,89.39,68.3,47.31,692.67,56.4,0,89.7
EV006,2026-04-29,89.33,24.79,36.96,695.16,56.05,1,79.03
EV006,2026-04-30,89.31,48.71,34.13,697.19,54.2,0,85.15
EV006,2026-05-01,89.29,33.05,30.2,699.11,61.42,0,80.0
EV006,2026-05-02,89.26,54.98,18.52,701.97,56.75,0,81.09
EV006,2026-05-03,89.19,32.84,36.92,704.32,46.28,2,82.82
EV006,2026-05-04,89.17,84.25,34.28,706.65,63.3,1,84.96
EV006,2026-05-05,89.13,79.24,26.75,709.6,48.89,0,80.79
EV006,2026-05-06,89.1,77.07,18.54,712.41,59.45,1,86.12
EV006,2026-05-07,89.04,40.15,38.19,715.38,53.38,0,85.58
EV006,2026-05-08,89.02,56.89,33.54,717.0,58.66,1,80.12
EV006,2026-05-09,89.0,69.79,17.74,719.32,46.84,0,82.26
EV006,2026-05-10,88.94,35.65,36.27,722.18,53.22,1,81.18
EV006,2026-05-11,88.89,60.61,44.13,724.35,47.09,0,80.9
EV006,2026-05-12,88.84,75.33,46.02,726.76,50.48,1,83.54
EV006,2026-05-13,88.81,40.19,17.27,729.48,48.03,0,83.49
EV006,2026-05-14,88.79,78.04,24.04,731.68,53.2,1,83.27
EV006,2026-05-15,88.76,35.04,34.34,733.96,49.71,0,82.64
EV006,2026-05-16,88.75,61.96,21.56,735.66,54.97,0,82.79
EV006,2026-05-17,88.72,36.4,24.99,738.31,58.51,1,81.09
EV006,2026-05-18,88.69,65.73,30.34,741.04,54.98,0,81.41
EV006,2026-05-19,88.66,40.83,30.04,743.47,62.9,0,77.15
EV006,2026-05-20,88.64,32.0,12.52,745.59,51.17,0,82.1
EV006,2026-05-21,88.59,67.27,47.32,747.96,46.38,1,83.74
EV006,2026-05-22,88.57,20.2,25.94,749.81,51.45,0,85.83
EV006,2026-05-23,88.55,79.58,28.4,751.71,57.06,1,82.59
EV006,2026-05-24,88.53,32.86,27.21,753.72,50.75,0,83.03
EV006,2026-05-25,88.5,74.94,34.02,756.53,61.87,0,80.46
EV006,2026-05-26,88.47,78.32,33.4,758.86,50.74,0,83.84
EV006,2026-05-27,88.45,59.6,28.41,760.6,41.63,2,82.02
EV006,2026-05-28,88.4,82.44,35.57,762.9,36.55,1,86.72
EV006,2026-05-29,88.37,43.63,31.18,765.59,57.51,0,82.87
EV006,2026-05-30,88.35,30.09,25.43,767.34,56.56,1,80.43
EV006,2026-05-31,88.31,38.86,10.0,770.14,48.76,1,78.53
EV006,2026-06-01,88.26,46.49,35.58,772.49,53.71,1,84.34
EV006,2026-06-02,88.24,39.12,31.05,774.43,48.67,0,83.73
EV006,2026-06-03,88.19,63.62,48.37,776.31,50.58,2,79.09
EV006,2026-06-04,88.13,41.62,36.62,778.8,55.59,1,85.61
EV006,2026-06-05,88.11,47.92,25.72,781.02,64.42,0,81.07
EV006,2026-06-06,88.07,20.96,13.01,783.99,53.08,1,82.35
EV006,2026-06-07,88.06,25.74,23.06,785.83,48.26,0,82.67
EV006,2026-06-08,88.0,46.03,39.24,788.44,70.21,0,82.99
EV006,2026-06-09,87.98,77.38,28.27,791.1,52.25,0,81.97
EV006,2026-06-10,87.95,84.65,27.77,793.05,53.41,0,85.8
EV006,2026-06-11,87.93,36.96,30.64,795.65,66.62,1,78.12
EV006,2026-06-12,87.91,35.71,27.19,797.46,53.83,0,89.59
EV006,2026-06-13,87.86,25.76,47.1,800.02,55.93,0,82.73
EV006,2026-06-14,87.82,64.99,34.38,802.87,53.76,0,80.57
EV006,2026-06-15,87.77,39.96,37.76,805.12,60.23,0,82.85
EV006,2026-06-16,87.75,30.73,27.76,807.03,53.57,0,81.57
EV006,2026-06-17,87.7,67.56,37.27,809.27,58.05,0,81.06
EV006,2026-06-18,87.65,46.62,15.61,812.21,55.68,2,80.6
EV006,2026-06-19,87.62,63.18,25.58,814.62,41.21,0,81.72
EV006,2026-06-20,87.6,56.62,28.0,816.6,54.38,0,86.74
EV006,2026-06-21,87.54,63.62,40.45,819.15,60.8,0,82.21
EV006,2026-06-22,87.51,75.68,29.53,821.52,49.37,0,81.38
EV006,2026-06-23,87.49,68.94,25.32,823.69,63.89,1,77.18
EV006,2026-06-24,87.42,49.07,37.8,826.24,41.95,2,84.99
EV006,2026-06-25,87.39,56.87,30.93,828.83,42.15,0,84.66
EV006,2026-06-26,87.36,66.12,17.16,831.64,63.91,1,80.84
EV006,2026-06-27,87.35,48.91,23.07,833.49,58.86,0,85.76
EV006,2026-06-28,87.33,63.14,31.6,835.32,60.73,0,84.97
EV006,2026-06-29,87.3,46.83,32.37,837.5,46.73,0,77.87
EV006,2026-06-30,87.25,37.08,32.06,840.22,60.05,2,84.89
EV007,2025-07-01,99.95,79.49,33.6,1.73,42.74,5,94.38
EV007,2025-07-02,99.9,76.47,20.53,3.17,55.74,5,93.16
EV007,2025-07-03,99.84,58.17,25.3,5.64,60.37,4,89.28
EV007,2025-07-04,99.81,37.8,26.65,7.08,69.45,2,88.99
EV007,2025-07-05,99.76,62.68,25.5,9.01,54.68,3,86.24
EV007,2025-07-06,99.71,28.67,24.52,10.8,56.88,4,86.08
EV007,2025-07-07,99.67,42.21,28.75,12.6,63.56,4,89.88
EV007,2025-07-08,99.61,36.19,23.27,14.99,57.66,3,89.93
EV007,2025-07-09,99.54,87.12,36.51,16.73,68.65,4,87.58
EV007,2025-07-10,99.5,33.32,27.53,18.31,64.3,5,87.79
EV007,2025-07-11,99.46,50.29,30.89,20.22,57.64,4,87.41
EV007,2025-07-12,99.41,24.52,26.14,22.07,59.87,2,87.75
EV007,2025-07-13,99.36,46.58,25.3,24.21,52.71,3,82.18
EV007,2025-07-14,99.32,80.18,24.09,26.08,49.51,4,85.84
EV007,2025-07-15,99.28,58.58,22.99,27.57,55.63,5,86.59
